OPERATIVAS[Nombre Documento],OPERATIVAS[Grupo SOAP],OPERATIVAS[Equipo SOAP],OPERATIVAS[Tipo Documento SOAP],OPERATIVAS[Equipo Mesa Ágil SOAP],OPERATIVAS[Ruta archivo]
INS.IN-0078 Prepago - Disco usado alertado BALANCEADORES ST.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/02. Prepago/INS.IN-0078 Prepago - Disco usado alertado BALANCEADORES ST.docx
INS.IN-0079 Prepago - DOC - [PPV] FALLA EN DIFERENCIAS EN LA CONCILIACIÓN.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/02. Prepago/INS.IN-0079 Prepago - DOC - [PPV] FALLA EN DIFERENCIAS EN LA CONCILIACIÓN.docx
INS.IN-0080 Prepago - Caida de Consumo y Recargas Prepago - Copia.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/02. Prepago/INS.IN-0080 Prepago - Caida de Consumo y Recargas Prepago/INS.IN-0080 Prepago - Caida de Consumo y Recargas Prepago - Copia.docx
INS.IN-0080 Prepago - Caida de Consumo y Recargas Prepago.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/02. Prepago/INS.IN-0080 Prepago - Caida de Consumo y Recargas Prepago/INS.IN-0080 Prepago - Caida de Consumo y Recargas Prepago.docx
Manual correcion de ancho de banda.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/Desalineación1937_control_ifi_uso_banda/Manual correcion de ancho de banda.docx
INS.IN-0001 Mediación - LIMPIEZA DE UMBRAL FILE SYSTEM.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0001 Mediación - LIMPIEZA DE UMBRAL FILE SYSTEM.docx
INS.IN-0002 Aprovisión - ALINEACIÓN Y CONSULTA REQUEST.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0002 Aprovisión - ALINEACIÓN Y CONSULTA REQUEST.docx
INS.IN-0003 Aprovisión - CONSULTA ELEMENTOS DE RED.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0003 Aprovisión - CONSULTA ELEMENTOS DE RED.docx
INS.IN-0004 Aprovisión - ALINEACIÓN EN ELEMENTOS DE RED.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0004 Aprovisión - ALINEACIÓN EN ELEMENTOS DE RED.docx
INS.IN-0005 Aprovisión - ALINEACIÓN Y CONSULTA IMEI.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0005 Aprovisión - ALINEACIÓN Y CONSULTA IMEI.docx
INS.IN-0006 Aprovisión - ALINEACION CONTINUE.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0006 Aprovisión - ALINEACION CONTINUE.docx
INS.IN-0007 Aprovisión - ALINEACION Y CONSULTA LTE.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0007 Aprovisión - ALINEACION Y CONSULTA LTE.docx
INS.IN-0008 Aprovisión - ALINEAR CONCILIACIONES.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0008 Aprovisión - ALINEAR CONCILIACIONES.docx
INS.IN-0009 Aprovisión - ALINEACIÓN Y CONSULTA BARRING.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0009 Aprovisión - ALINEACIÓN Y CONSULTA BARRING.docx
INS.IN-0010 Aprovisión - ALINEACION Y CONSULTA PCRF.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0010 Aprovisión - ALINEACION Y CONSULTA PCRF.docx
INS.IN-0011 Aprovisión - ALINEACIÓN DEL QOS PARA APNs PERSONALIZADOS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0011 Aprovisión - ALINEACIÓN DEL QOS PARA APNs PERSONALIZADOS.docx
INS.IN-0012 Aprovisión - ATENCION ROAMING.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0012 Aprovisión - ATENCION ROAMING.docx
INS.IN-0013 Aprovisión - CAMBIO Y CONSULTA RC TFI.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0013 Aprovisión - CAMBIO Y CONSULTA RC TFI.docx
INS.IN-0014 Mediación - CONFIGURAR RANGOSJERARQUIAS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0014 Mediación - CONFIGURAR RANGOSJERARQUIAS.docx
"INS.IN-0015 Mediación - LEVANTAR STREAMS,NODOS.docx",BOSS,Provisión y Mediación,Otros,,"https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0015 Mediación - LEVANTAR STREAMS,NODOS.docx"
INS.IN-0016 Cobilling - BLOQUEO DESBLOQUEO LDI.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0016 Cobilling - BLOQUEO DESBLOQUEO LDI.docx
INS.IN-0017 Aprovisión - DTH Contego.doc,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0017 Aprovisión - DTH Contego.doc
INS.IN-0018 Aprovisión - Crear Linea IFI_LTE 1play.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0018 Aprovisión - Crear Linea IFI_LTE 1play.docx
INS.IN-0019 Aprovisión - CREACION LLAVE AUC LTE.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0019 Aprovisión - CREACION LLAVE AUC LTE.docx
INS.IN-0020 Aprovisión - Alineación de Topes y Cobertura.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0020 Aprovisión - Alineación de Topes y Cobertura.docx
INS.IN-0021 Aprovisión - Bloqueo de líneas.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0021 Aprovisión - Bloqueo de líneas.docx
INS.IN-0022 Aprovisión - TFI con barring activo en UDB.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0022 Aprovisión - TFI con barring activo en UDB.docx
INS.IN-0023 Aprovisión - Provisión de etiquetas ONE en PCRF.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0023 Aprovisión - Provisión de etiquetas ONE en PCRF.docx
INS.IN-0024 Aprovisión - Procedimientos Nintex.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0024 Aprovisión - Procedimientos Nintex.docx
INS.IN-0025 Aprovisión - Ejecutar trama XML.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0025 Aprovisión - Ejecutar trama XML.docx
INS.IN-0026 Aprovisión - Disponibilidad de Instantlink.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0026 Aprovisión - Disponibilidad de Instantlink.docx
INS.IN-0027 Aprovisión - InstantLink Dummy.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0027 Aprovisión - InstantLink Dummy.docx
INS.IN-0028 Aprovisión - PVU Altas Migración Pre a Post vs Provisión Plataformas.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0028 Aprovisión - PVU Altas Migración Pre a Post vs Provisión Plataformas.docx
INS.IN-0029 Aprovisión - Desaprovision en RED.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0029 Aprovisión - Desaprovision en RED.docx
INS.IN-0030 Aprovisión - Reactivación MTC.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0030 Aprovisión - Reactivación MTC.docx
INS.IN-0031 Aprovisión - Suspensión MTC.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0031 Aprovisión - Suspensión MTC.docx
INS.IN-0032 Aprovisión - BloqueoDesbloqueo de LineaEquipo.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/03. Provision/INS.IN-0032 Aprovisión - BloqueoDesbloqueo de LineaEquipo.docx
01 - INCOGNITO - INICIAR SERVICIOS SACSVC  SACGUI.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/01 - INCOGNITO - INICIAR SERVICIOS SACSVC  SACGUI.docx
02 - INCOGNITO -  INICIAR NGINX.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/02 - INCOGNITO -  INICIAR NGINX.docx
03 - INCOGNITO - INICIAR TRADUCTOR.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/03 - INCOGNITO - INICIAR TRADUCTOR.docx
04 - INCOGNITO  INICIAR DHCPUTILIZATIONREPORTS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/04 - INCOGNITO  INICIAR DHCPUTILIZATIONREPORTS.docx
05 - INCOGNITO  INICIAR RADIUSCONSUMER.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/05 - INCOGNITO  INICIAR RADIUSCONSUMER.docx
06 - INCOGNITO  INICIAR SNMPTRAPCONSUMER.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/06 - INCOGNITO  INICIAR SNMPTRAPCONSUMER.docx
07 - INCOGNITO - REGISTRO DE DISPOSITIVO ONT.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/07 - INCOGNITO - REGISTRO DE DISPOSITIVO ONT.docx
10 - INCOGNITO - SANITY  Y SAC RESTAPI.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/10 - INCOGNITO - SANITY  Y SAC RESTAPI.docx
11 - INCOGNITO - INICIAR DHCP.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/11 - INCOGNITO - INICIAR DHCP.docx
12 - INCOGNITO - INICIAR MPS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/12 - INCOGNITO - INICIAR MPS.docx
13 - INCOGNITO - INICIAR CFM.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/13 - INCOGNITO - INICIAR CFM.docx
13 - INCOGNITO - INICIAR CFMPROXY.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/13 - INCOGNITO - INICIAR CFMPROXY.docx
14 - INCOGNITO - INICIAR CFMPROXY.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/14 - INCOGNITO - INICIAR CFMPROXY.docx
15 - INCOGNITO - INICIAR DNS.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/15 - INCOGNITO - INICIAR DNS.docx
B GENERAR TICKET INCOGITO.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/B GENERAR TICKET INCOGITO.docx
C  Aprovisionamiento de Dispositivo ONT.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/C  Aprovisionamiento de Dispositivo ONT.docx
Provisión SOAP y Sanity.docx,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/Incognito/Provisión SOAP y Sanity.docx
INS.IN-0001 FIJA - Actualización de Datos Personales de Clientes en SGA.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/INS.IN-0001 FIJA - Actualización de Datos Personales de Clientes en SGA.pdf
INS.IN-0002 FIJA - Actualización de Dirección de Clientes en SGA.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/INS.IN-0002 FIJA - Actualización de Dirección de Clientes en SGA.pdf
INS.IN-0003 FIJA - Regularización de Solicitudes sin CO_ID SHELL.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/INS.IN-0003 FIJA - Regularización de Solicitudes sin CO_ID SHELL.pdf
INS.IN-0003 FIJA - Regularización de Solicitudes sin CO_ID.pdf,BOSS,Provisión y Mediación,Otros,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/07. Otros/Instructivos/04. Fija/INS.IN-0003 FIJA - Regularización de Solicitudes sin CO_ID.pdf
